Title,Short Answer,Full Answer,URL
Looker Studio,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeAnalytics ConnectorConceptsLooker Studio
Analytics Connector
Concepts
Looker Studio
How-Tos
Looker Studio
Looker Studio is one of the many tools offered by Google as part of the Google Marketing Platform that lets marketers create comprehensive visual reports and dashboards.
Spoors EFFORT data connector lets you use Looker Studio to create reports and dashboards to gain further insights from the data collected in Spoors EFFORT. You need a data delivery template to create a report in the Looker Studio. You can create these templates for both form submissions and works. These templates allow Looker Studio to directly access and extract the data from the required form or work fields.
These are helpful in making intelligent business decisions. It helps in developing the below aspects.
Improving the decision-making process
Increasing productivity
Streamlining operations
Improving customer experience
Predicting the future
Related information
Create Data Delivery Templates for Form Submissions
Create Data Delivery Templates for Works
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/ExternalAnalyticsConnector/Concepts/GoogleDataStudio.html
Overview,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeReports StudioConceptsOverview
Reports Studio
Concepts
Overview
Form Reports
Work Reports
Activity Reports
Targets and Achievements
Score Cards
Control Reports Visibility and Usage
Score Based Attendance
Customize Multiple Days Attendance Report
How-Tos
References
Overview
Reports are essential for any organization to present and analyze the data. With Report Studio, you can create and customize reports with your EFFORT data. You can use Reports Studio to create and manage the following reports as per your organizational requirements.
Form Reports
Work Reports
Activity Reports
Targets and Achievements
Score Cards
Report Visibility and Usage
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/ReportStudio/Concepts/overview.html
Overview,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeSettingsOverview
Settings
Overview
Concepts
How-Tos
Reference
Overview
The Settings module allows the configurators to define the default settings for the web panel and mobile app. In this module, you can configure:
Global Mobile Settings
Fonts
Logos
Company Settings
Customise App Configurations
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/settings/Concepts/overview.html
Work Processes,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeWork ProcessesConceptsWork Processes
Work Processes
Concepts
Work Processes
Components of Work Process
Process Metrics
Approval Process
Work Fields
Workflow
Manage Feedback
Auto Fill
Work Attachments
Auto Fill Work Attachments Forms
Restrict Access to Employee Groups
Permissions
Activity Submissions Visibility
Manage Uniqueness
Rejection Form
Activity Repetition
Email Settings
Work Settings
Auto Fill Subtasks
Display Columns (WEB)
Display Settings (MOBILE)
Print Template
Dashboard Metrics
Auto Allocate and Scheduling
Self Assignment
Auto Unassignment Criteria
Data Push
Help Document Upload
Decision Providers
Data Provider Bot
External Activity
Process Marketplace
Publish Templates in Marketplace
Lead Status Configuration
How-Tos
References
Work Processes
Using this module, you can integrate the other modules of EFFORT to create process flows, customize it to suit the needs of your organization. You can eliminate errors, ensure compliance, and provide accurate and timely response for any request or service call. The advanced dashboard features and rule configuration helps in improving day to day operations.
EFFORT provides multiple types of work processes. They are
Activity Process
Checklist Process
Approval Process
The Activity process lets you create the work processes where you can perform the work activities according to the configured workflow. An instance a process is called Work. An Activity process is a collection of activities sequenced using conditions. You cannot perform an activity until the previous activities are completed based on the configuration. An Activity process is complete only when an End Activity is reached.
The checklist process lets you create the work processes where you can perform the work activities in whatever way you want. All the work activities in a checklist process are independent and allow you to perform any work activity without depending on the other work activities. A Checklist process is complete only when all the configured activities are done.
Approval Processes lets you configure an hierarchy of approvals for a business operations. An approval process is complete when all the levels of approvals are complete.
Related information
Create Work Process
Manage Work Process
Configure Next Process Condition
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/workprocesses/Concepts/workprocesses.html
Route Plans,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeRoute PlansConceptsRoute Plans
Route Plans
Concepts
Route Plans
How-Tos - Mobile App
How-Tos - Web App
Reference
Route Plans
Route Plans module lets you create journey plans, sometimes called beat plans, and assign them to employees for specific days, and lets employees complete route plans assigned to them.
A route plan consists of a an ordered list of customers, duration (defaults to 1 day), and minimum number of customers to be met for an assigned route plan to be considered complete.
Route Plans module helps you to:
Plan your journeys
Proactively meet customers for improved customer satisfaction.
Optimize the order in which you would like to meet the customers, to reduce resource wastage (such as time, fuel, energy, and money)
Achieve better customer coverage
Note: While Route Plans and Day Plans helps you achieve same end goals, use Route Plans if:
Your business relies on reusable journey plans that change less frequently
The plan duration is more than one day
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/RoutePlans/Concepts/RoutePlans.html
Sign-Up for an Effort Account,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeOnboardingGetting StartedSign-Up for an Effort Account
Onboarding
Getting Started
Sign-Up for an Effort Account
Sign-in To Effort
Change Password
Reset Password
Install EFFORT NXT App
Log in to Mobile App Using Phone
Log in to Mobile App Using Email
Reference
Sign-Up for an Effort Account
Go to https://secure.spoors.io/effortx/signup.
Enter your work email, phone number, the characters you see in the picture, specify the number of users, and click Continue.

After you sign up, you will receive an email to confirm your registration. Please look for it in your email inbox.

Open the verification email and click Confirm Your Email.

After confirming your email, your will be redirected to the Sign-Up page. Enter all the required details and click Create my Free Trial Account.

You'll see a Thank You screen. It confirms that you have successfully onboarded to the Effort platform.

You'll receive a couple of emails to confirm that your sign up is successful. You'll also receive login credentails to login to the Effort mobile app.

After you create your account, you can login to effort. To login, refer to the Sign-in To Effort topic.
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/Onboarding/signup.html
Overview,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeTerritoriesConceptsOverview
Territories
Concepts
Overview
Manage Territories
Pincode Based Area Groups
Import Territory Assignment
Delete Territories
How-Tos
Overview
Territory is a geographic area or customer group that is managed by an individual sales person or sales team. These territories are usually defined based on geography (city, zip codes, area codes, etc.), sales potential, products groups, historical data, or a combination of these factors. The ultimate aim of territory management is to maximize the market coverage by optimally utilizing the sales resources. Territory management can help spread out the workload for your sales team, allowing them to plan and complete tasks more efficiently and effectively, build better customer relationships and follow through each and every sales lead brought to their attention. Improve your sales efficiency and yield strategic results, maximizing benefit. Make your sales reps work more comfortable while accomplishing their targets. Control, optimize and improve territory alignment effectively with EFFORTx platform. In this module, you can:
Create territories
Map employees to territories
Create pincode based area groups
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/Territories/Concepts/Overview.html
About EFFORT,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeOverviewAbout EFFORT
Overview
About EFFORT
About EFFORT
EFFORT is a domain agnostic, self-service enterprise application platform to manage workforce, digitize activities, and orchestrate business workflows. It is the one stop solution that allows you to configure, plan, schedule, assign, execute and monitor business activities and processes via omni-channel access portal. It is an integrated platform that provides the agility through cloud, mobile, AI, voice, and IoT technologies .
Effort allows enterprises to:
Improve agility and productivity while implementing applications for faster and efficient time to market
Extend collaboration between II and business for easier maintenance and lifecycle management of applications
Encourage business user engagement for enhance innovation and user experience
Implement a common code culture for better maintenance, scalability and built-in security
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/overview/about-effort.html
Overview,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeEmployeesConceptsOverview
Employees
Concepts
Overview
Employee Metrics Dashboard
Employee Performance Snapshot
Gig User
Employee Fields
Employee Groups
Chat Groups
Permissions
Roles
Escalation Matrix
Calendars
Fix Location Outliers
Achievements
Account Admin
Leave Settings
Deactivate Employee
Dynamic Schedule Report
Custom Entity Settings
Mandatory Mobile Sign-in/Sign-out Settings
Automate Block /Disable Employees based on Groups
Sign-In/Sign-Out Webhook
Map Customers
Resend Activation
Import Employees
Push Notifications
Employees Registration Flow
How-Tos
References
Overview
A workforce management solution
Employees are the human resources who perform a set of activities according to business requirements. The Employees module is used to configure, add, manage employees, and provide access to the resources. Each Employe is a licensed user of platfform. In this module, you can:
Create employees
Create employee groups
Assign roles
Define responsibilities
Define calendars
Configure settings for back-office staff and field executives
Track the productivity of the field executives
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/employees/Concepts/Overview.html
Overview,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeIntegratorConceptsOverview
Integrator
Concepts
Overview
Endpoints
Integrations
Request Mapper
Notify
How-Tos
References
Overview
API integration is the connection between two or more applications, via their APIs, that lets those systems exchange data. API integrations power processes throughout many high-performing businesses that keep data in sync, enhance productivity and drive revenue. The EFFORT Integrator is an independent tool that could help in transferring data between Spoors & other client systems through Secured Application Programming Interface (API).
You can post the data of the Works and Forms to the configured endpoints using REST API calls. It functions like Data Push functionality, but there is a difference between these two features. In the Data Push, all details of either work or form submission will be pushed to the configured URL whereas, in the Integrator, only the details in the configured fields will be pushed to the selected endpoint. On submission of work or form, the data from the configured fields will be pushed in the selected format.
The EFFORT has the following connectors to post your data.
API
Google Drive
Dropbox
Salesforce
Zapier
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/Integrator/Concepts/Overview.html
Overview,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeWeb LiteConceptsOverview
Web Lite
Concepts
Overview
Dashboard
Home Page – Web Lite App
How-Tos
Overview
The Effort Web Lite app is a limited featured web app that can be accessed from a web browser and works only when the users have an active internet connection. This Lite version is designed for the users to manage the basic activities like form submissions, leaves, works, etc. The users can access the below modules and manage the related activities without installing any app on their devices.
Sign-In and Sign-Out
Dashboard
Leaves
Form Approvals
Forms
Customers
Day Plans
Works
The locations are not captured for any activity that is done through the web lite app. So, employee tracking is also not possible as the locations are not captured. In this Lite version, the users are not able to access some modules like Route Plans, Locate Employees, Travel history, etc.
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/WebLite/Concepts/Overview.html
Introduction to Target VS Achievement,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeTarget VS AchievementsIntroduction to Target VS Achievement
Target VS Achievements
Introduction to Target VS Achievement
Summary
Fiscal Calendar
Prerequisites for Setting Targets
Add Targets for Forms
Add Targets for Works
Add Targets for Entities
Add Targets for Customer Check-Ins
Edit Target Definition
Edit Target Assignment
Delete a Target
Introduction to Target VS Achievement
The Target VS Achievement module is a powerful feature within the Effort platform designed to help organizations set, monitor, and track performance targets in comparison to actual achievements. This module plays a vital role in performance management, offering a clear view of how individuals, teams, or departments are progressing towards their predefined objectives.
The module enables organizations to define performance targets and compare them with actual performance data. This comparison delivers actionable insights into the effectiveness of efforts in achieving specific goals. It supports tracking a variety of performance metrics, helping organizations stay aligned with their objectives.
The module provides the following functionalities:
Setting Targets: You can define targets across various performance metrics, including:
Forms
Works
Custom Entities
Customer Check-Ins
Sum: The Sum feature is used to track the total value or amount achieved. For example, if your target is to achieve ₹1 lakh in sales via form submissions, the Sum will track the total amount generated by those submissions. If 10 submissions are made, and the total value of those submissions equals ₹1 lakh, then you have achieved your target.
Count: The Count feature tracks the number of occurrences or submissions made. For example, if your target is to make 10 form submissions or 10 work entries, the Count feature will monitor how many times the action was performed. Once you reach 10 submissions, the target is considered achieved.
Tracking Achievements: The module allows real-time tracking of actual performance against the set targets.
Visual Analytics: It provides visualizations that make it easy to interpret the comparison between targets and achievements.
Performance Monitoring: Continuous monitoring of progress towards goal achievement ensures timely interventions and adjustments when needed.
Related information
Add Targets for Forms
Add Targets for Works
Add Targets for Entities
Add Targets for Customer Check-Ins
Edit Target Definition
Edit Target Assignment
Delete a Target
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/target-vs-achievements/How-Tos/introduction-to-target-achievement.html
Overview,"OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFF...","OVERVIEW
ONBOARDING
EMPLOYEES
CUSTOMERS
ENTITIES
LISTS
FORMS
WORK PROCESSES
TERRITORIES
DAY PLANS
ROUTE PLANS
KNOWLEDGE BASE
SETTINGS
DASHBOARD
REPORTS STUDIO
APPROVALS
INTEGRATOR
ANALYTICS CONNECTOR
WEB LITE
EFFORT NXT GIG USER APP
EFFORT NXT HOTEL APP
TARGET VS ACHIEVEMENTS
HomeCustomersOverview
Customers
Overview
Concepts
How-Tos
References
Overview
Customers are the organizations with whom you do business and your employees interact to perform some pre-defined activities. EFFORT allows you to capture all the data about your customers and create personalized workflows to improve efficiency and elevate the customer experience.
The platform allows you to:
Define customer types
Maintain customer hierarchy
Add/Import customers
Export customers
Moderate customer creation process
Customize fields
Define Activities
Privacy Policy Terms of Use

Copyright © 2025 Spoors Technology Solutions India Pvt.Ltd. All Rights Reserved.",https://geteffort.com/manual/customers/Concepts/overview.html
